filename,speaker_id,label
1069_0.wav,1069,0
1069_1.wav,1069,0
1069_10.wav,1069,0
1069_100.wav,1069,0
1069_101.wav,1069,0
1069_102.wav,1069,0
1069_103.wav,1069,0
1069_104.wav,1069,0
1069_105.wav,1069,0
1069_106.wav,1069,0
1069_107.wav,1069,0
1069_108.wav,1069,0
1069_109.wav,1069,0
1069_11.wav,1069,0
1069_110.wav,1069,0
1069_111.wav,1069,0
1069_112.wav,1069,0
1069_113.wav,1069,0
1069_114.wav,1069,0
1069_115.wav,1069,0
1069_116.wav,1069,0
1069_117.wav,1069,0
1069_118.wav,1069,0
1069_119.wav,1069,0
1069_12.wav,1069,0
1069_120.wav,1069,0
1069_121.wav,1069,0
1069_122.wav,1069,0
1069_123.wav,1069,0
1069_124.wav,1069,0
1069_125.wav,1069,0
1069_126.wav,1069,0
1069_127.wav,1069,0
1069_128.wav,1069,0
1069_129.wav,1069,0
1069_13.wav,1069,0
1069_130.wav,1069,0
1069_131.wav,1069,0
1069_132.wav,1069,0
1069_133.wav,1069,0
1069_134.wav,1069,0
1069_135.wav,1069,0
1069_136.wav,1069,0
1069_137.wav,1069,0
1069_138.wav,1069,0
1069_139.wav,1069,0
1069_14.wav,1069,0
1069_140.wav,1069,0
1069_141.wav,1069,0
1069_142.wav,1069,0
1069_143.wav,1069,0
1069_144.wav,1069,0
1069_145.wav,1069,0
1069_146.wav,1069,0
1069_147.wav,1069,0
1069_148.wav,1069,0
1069_149.wav,1069,0
1069_15.wav,1069,0
1069_150.wav,1069,0
1069_151.wav,1069,0
1069_152.wav,1069,0
1069_153.wav,1069,0
1069_154.wav,1069,0
1069_155.wav,1069,0
1069_156.wav,1069,0
1069_157.wav,1069,0
1069_158.wav,1069,0
1069_159.wav,1069,0
1069_16.wav,1069,0
1069_160.wav,1069,0
1069_161.wav,1069,0
1069_162.wav,1069,0
1069_163.wav,1069,0
1069_164.wav,1069,0
1069_165.wav,1069,0
1069_166.wav,1069,0
1069_167.wav,1069,0
1069_168.wav,1069,0
1069_169.wav,1069,0
1069_17.wav,1069,0
1069_170.wav,1069,0
1069_171.wav,1069,0
1069_172.wav,1069,0
1069_173.wav,1069,0
1069_174.wav,1069,0
1069_175.wav,1069,0
1069_176.wav,1069,0
1069_177.wav,1069,0
1069_178.wav,1069,0
1069_179.wav,1069,0
1069_18.wav,1069,0
1069_180.wav,1069,0
1069_181.wav,1069,0
1069_182.wav,1069,0
1069_183.wav,1069,0
1069_184.wav,1069,0
1069_185.wav,1069,0
1069_186.wav,1069,0
1069_187.wav,1069,0
1069_188.wav,1069,0
1069_189.wav,1069,0
1069_19.wav,1069,0
1069_190.wav,1069,0
1069_191.wav,1069,0
1069_192.wav,1069,0
1069_193.wav,1069,0
1069_194.wav,1069,0
1069_195.wav,1069,0
1069_196.wav,1069,0
1069_197.wav,1069,0
1069_198.wav,1069,0
1069_199.wav,1069,0
1069_2.wav,1069,0
1069_20.wav,1069,0
1069_200.wav,1069,0
1069_201.wav,1069,0
1069_202.wav,1069,0
1069_203.wav,1069,0
1069_204.wav,1069,0
1069_205.wav,1069,0
1069_206.wav,1069,0
1069_207.wav,1069,0
1069_208.wav,1069,0
1069_209.wav,1069,0
1069_21.wav,1069,0
1069_210.wav,1069,0
1069_211.wav,1069,0
1069_212.wav,1069,0
1069_213.wav,1069,0
1069_214.wav,1069,0
1069_215.wav,1069,0
1069_216.wav,1069,0
1069_217.wav,1069,0
1069_218.wav,1069,0
1069_219.wav,1069,0
1069_22.wav,1069,0
1069_220.wav,1069,0
1069_221.wav,1069,0
1069_222.wav,1069,0
1069_223.wav,1069,0
1069_224.wav,1069,0
1069_225.wav,1069,0
1069_226.wav,1069,0
1069_227.wav,1069,0
